movie_key,tmdb_id,imdb_id,wikidata_qid,original_title,runtime_minutes,original_language,overview,poster_path,homepage,tagline,status,tmdb_popularity,tmdb_vote_average,tmdb_vote_count
mov_tmdb_82525,82525,tt1615065,Q1143802,Savages,131,en,Pot growers Ben and Chon face off against the Mexican drug cartel that kidnapped their shared girlfriend.,/joyiyBwYY5QCpldqT1FzrTqsTJK.jpg,http://www.savagesfilm.com/,Young. Beautiful. Deadly.,Released,2.5149,6.4,2299
mov_tmdb_82507,82507,tt1922777,Q761519,Sinister,110,en,"True-crime writer Ellison Oswalt is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So, when he discovers the existence of a snuff film showing the deaths of a family, he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However, when old film footage and other clues hint at the presence of a supernatural force, Ellison learns that living in the house may be fatal.",/nzx10sca3arCeYBAomHan4Q6wa1.jpg,,"Once you see him, nothing can save you.",Released,8.872,6.875,6074
mov_tmdb_75674,75674,tt1591479,Q132245,Act of Valor,110,en,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",/1Xcd5ci69pVXMPP02DU11Ffq0yY.jpg,http://www.actofvalor.com/,The only easy day was yesterday.,Released,4.6488,6.5,1263
mov_tmdb_62214,62214,tt1142977,Q1051023,Frankenweenie,87,en,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",/yGjVbLVdZRBlZTTQVBsj2KUjL1s.jpg,http://movies.disney.com/frankenweenie-2012,Science goes astray!,Released,4.3261,7.007,3641
mov_tmdb_75174,75174,tt1601913,Q1147689,The Grey,117,en,"After their plane crashes in Alaska, six oil workers are led by a skilled huntsman to survival, but a pack of merciless wolves haunts their every step.",/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,http://www.thegreythemovie.com/,Live or Die on This Day.,Released,4.5714,6.577,4158
mov_tmdb_76494,76494,tt1586265,Q616649,What to Expect When You're Expecting,110,en,"Challenges of impending parenthood turn the lives of five couples upside down. Two celebrities are unprepared for the surprise demands of pregnancy; hormones wreak havoc on a baby-crazy author, while her husband tries not to be outdone by his father, who's expecting twins with his young trophy wife; a photographer's husband isn't sure about his wife's adoption plans; a one-time hook-up results in a surprise pregnancy for rival food-truck owners.",/dHLN64hvTtbqVqeJI67Ali5XSBE.jpg,http://whattoexpectthefilm.com/,It's too late to pull out now.,Released,2.2452,6.003,1862
mov_tmdb_82650,82650,tt2023453,Q2155483,Diary of a Wimpy Kid: Dog Days,94,en,"It's summertime, and Greg Heffley is looking forward to playing video games and spending time with his friends. However, Greg's dad has other plans: He's decided that some father-son bonding time is in order. Desperate to prevent his dad from ruining summer vacation, Greg pretends he has a job at a ritzy country club. But Greg's plan backfires, leaving him in the middle of embarrassing mishaps and a camping trip gone wrong.",/7pTvjELxw0f0E6sUPGtPEl4WD0S.jpg,https://www.disneyplus.com/en-mx/movies/diary-of-a-wimpy-kid-dog-days/h5aqkLEDAnvy,School's out for summer.,Released,4.7402,6.37,1075
mov_tmdb_81836,81836,tt1859650,Q29658,To Rome with Love,111,en,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.",/sMmYRgvFRk5Ginhytx7ciU7UwVs.jpg,https://www.sonyclassics.com/toromewithlove/,Romance! Adventure! Hilarity! Italy!,Released,1.9535,5.791,2097
mov_tmdb_87826,87826,tt1648179,Q1170347,Here Comes the Boom,105,en,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,/g3ZjNkQP4M7Cs0clPD9q7EO2P1g.jpg,,No one will fight for his students like Mr. Voss.,Released,2.9303,6.228,1591
mov_tmdb_22970,22970,tt1259521,Q45394,The Cabin in the Woods,95,en,"Five friends set out for a weekend at a remote cabin in the woods, expecting nothing more than fun and relaxation. As night falls, they discover that something far more unsettling is at work and that nothing about their getaway is what it seems.",/zZZe5wn0udlhMtdlDjN4NB72R6e.jpg,http://www.discoverthecabininthewoods.com/,You think you know the story.,Released,6.3103,6.653,8630
mov_tmdb_96724,96724,tt1781769,Q80204,Anna Karenina,129,en,"In Imperial Russia, Anna, wife of the officer Karenin, goes to Moscow to visit her brother. On the way, she meets charming cavalry officer Vronsky, to whom she's immediately attracted. But in St. Petersburg’s high society, a relationship like this could destroy a woman’s reputation.",/b9mvt1kKqDuveD1AJuGSkBEuagU.jpg,,An epic story of love.,Released,3.6599,6.7,2413
mov_tmdb_80035,80035,tt1298649,Q29313,The Watch,102,en,"Four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. But when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood – and the world – from total extermination.",/gwfgYA9wGpV4QLB0LrcexwfwC19.jpg,,Got protection?,Released,3.0989,5.602,2492
mov_tmdb_83666,83666,tt1748122,Q217112,Moonrise Kingdom,94,en,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",/y4SXcbNl6CEF2t36icuzuBioj7K.jpg,http://www.moonrisekingdom.com,,Released,4.7299,7.678,6372
mov_tmdb_75629,75629,tt0860907,Q182206,ヱヴァンゲリヲン新劇場版:Q,96,ja,"Fourteen years after Third Impact, Shinji Ikari awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, NERV has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Kaworu Nagisa, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.",/d0s1xvykzl0kz7fP5S2ROYqphdz.jpg,https://www.evangelion.co.jp/3_0/index.html,What was destroyed can (not) be rebuilt.,Released,3.6618,7.201,941
mov_tmdb_103370,103370,tt2215285,Q3235276,Madea's Witness Protection,114,en,"For years, mild-mannered Wall Street banker George Needleman has meandered through life oblivious to his family's dysfunction and his company's malfeasance, but he's forced to wake up when he learns that he's been framed in a mob-backed Ponzi scheme. Placed under federal protection, George and his family are shipped down South to Madea's house, where the no-nonsense matriarch whips them all into shape using her special brand of tough love.",/4P6d7kVDB60Ydmk9WAhrPCWrARI.jpg,http://madeaswitnessprotectionmovie.com/,"Believe it or not, they know too much.",Released,1.3943,6.1,196
mov_tmdb_85985,85985,tt2016894,Q2991452,एक था टाइगर,133,hi,A top Indian agent is sent to observe the actions of a scientist but the mission complicates when he falls in love with the scientist's Pakistani caretaker.,/9qmIOiKLdlIRmdvPV6UmbUx9WFn.jpg,https://www.yashrajfilms.com/movies/ek-tha-tiger,"Once, there was a tiger.",Released,1.5004,6.186,218
mov_tmdb_99770,99770,tt1597522,Q747919,Astérix & Obélix : Au service de Sa Majesté,110,fr,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.,/rbdGCkvLPxuSvfVwHDK4PmOqmIm.jpg,,,Released,1.9262,5.122,1413
mov_tmdb_121826,121826,tt1441951,Q195525,Quartet,98,en,"Cissy, Reggie, and Wilf are in a home for retired musicians. Every year, there is a concert to celebrate Composer Giuseppe Verdi's birthday and they take part. Jean, who used to be married to Reggie, arrives at the home and disrupts their equilibrium. She still acts like a diva, but she refuses to sing. Still, the show must go on, and it does.",/lDg2DfB5MuEoUeRFQqzBFVoWGep.jpg,,Four Friends Looking For A Little Harmony,Released,1.1179,6.491,391
mov_tmdb_80585,80585,tt1336608,Q651060,Rock of Ages,123,en,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",/oVeE2QTUb14jPU2lYEGPE3s8T9j.jpg,http://www.warnerbros.com/rock-ages,Nothin' but a good time.,Released,3.2687,6.196,1357
mov_tmdb_87428,87428,tt1232200,Q32535,That's My Boy,116,en,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",/oaLhdRsZ5Mq8VfZtA4Wlvjzzn0X.jpg,http://www.sonypictures.com/movies/thatsmyboy/,The story of a child… and his son.,Released,6.124,5.802,2160
mov_tmdb_71864,71864,tt1462769,Q193963,The Odd Life of Timothy Green,105,en,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",/24HWf4QBnEbNYDJfNFR1CmwtST5.jpg,http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/,He's a force of nature.,Released,2.3713,7.002,1254
mov_tmdb_61012,61012,tt0938330,Q64017,Silent Hill: Revelation 3D,94,en,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand. Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",/rkAh9cPkb5PoTzEGWfBkhdFNIsf.jpg,,You should never have come back.,Released,4.0513,5.543,1885
mov_tmdb_82633,82633,tt1212450,Q253901,Lawless,115,en,"In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",/Ahtzwts22ayviD3LEVslfL4nRWB.jpg,http://lawless-film.com/,"When the law became corrupt, outlaws became heroes.",Released,4.4492,7.071,3357
mov_tmdb_109445,109445,tt2294629,Q246283,Frozen,102,en,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",/itAKcobTYGpYT8Phwjd8c9hleTo.jpg,http://movies.disney.com/frozen,Who will save the day? The ice guy? The nice guy? The snow man? Or no man?,Released,19.3603,7.249,17649
mov_tmdb_68721,68721,tt1300854,Q209538,Iron Man 3,130,en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg,https://www.marvel.com/movies/iron-man-3,Unleash the power behind the armor.,Released,13.2579,6.9,23524
mov_tmdb_93456,93456,tt1690953,Q637212,Despicable Me 2,98,en,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,,More minions. More despicable.,Released,15.1313,6.946,12040
mov_tmdb_57158,57158,tt1170358,Q719915,The Hobbit: The Desolation of Smaug,161,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,http://www.thehobbit.com/,Beyond darkness... beyond desolation... lies the greatest danger of all.,Released,12.3061,7.581,14294
mov_tmdb_101299,101299,tt1951264,Q574583,The Hunger Games: Catching Fire,146,en,"After surviving the Hunger Games, Katniss and Peeta struggle with the consequences of their victory as unrest spreads across Panem. Forced back into the spotlight, they become symbols of hope and resistance while the Capitol prepares a new and deadly challenge that will change the future of the nation forever.",/vrQHDXjVmbYzadOXQ0UaObunoy2.jpg,http://www.thehungergames.movie/,Remember who the enemy is.,Released,10.0376,7.427,18519
